Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,b0006g1x,4,"Saturday, October 29, 2011 01:37:47 UTC",-14.7329,-75.8631,4.7,20.00,30,"near the coast of central Peru"
ci,11026837,0,"Saturday, October 29, 2011 01:32:06 UTC",32.8900,-116.2270,1.7,8.10,67,"Southern California"
ak,10344797,1,"Saturday, October 29, 2011 01:00:58 UTC",61.4965,-150.7806,2.1,72.00,15,"Southern Alaska"
us,b0006g1l,6,"Saturday, October 29, 2011 00:57:21 UTC",-10.6532,165.0058,5.1,58.10,54,"Santa Cruz Islands"
us,b0006g1h,9,"Saturday, October 29, 2011 00:48:56 UTC",-14.3616,-75.9687,4.9,20.00,175,"near the coast of central Peru"
ci,11026821,0,"Saturday, October 29, 2011 00:37:26 UTC",36.0102,-117.4025,1.6,4.10, 8,"Central California"
ci,11026805,0,"Saturday, October 29, 2011 00:28:33 UTC",33.7192,-116.8115,1.2,16.60,44,"Southern California"
ak,10344693,1,"Saturday, October 29, 2011 00:17:57 UTC",58.8028,-152.3298,2.3,35.90, 8,"Kodiak Island region, Alaska"
pr,11302000,0,"Saturday, October 29, 2011 00:17:02 UTC",18.5790,-66.7580,3.0,9.70,11,"Puerto Rico region"
pr,11301003,0,"Friday, October 28, 2011 23:58:35 UTC",19.3719,-68.3939,3.2,56.60, 7,"Dominican Republic region"
us,b0006g0u,7,"Friday, October 28, 2011 23:50:57 UTC",-3.0729,129.6375,5.4,32.20,136,"Seram, Indonesia"
us,b0006g0p,9,"Friday, October 28, 2011 23:46:03 UTC",-14.5280,-75.9272,5.5,19.70,348,"near the coast of central Peru"
uu,10282334,2,"Friday, October 28, 2011 23:34:22 UTC",39.4177,-111.2253,1.5,8.10, 7,"Utah"
nc,71672136,0,"Friday, October 28, 2011 23:28:01 UTC",38.8268,-122.8557,1.4,2.10,22,"Northern California"
uu,10282323,2,"Friday, October 28, 2011 23:23:24 UTC",44.6855,-110.4360,1.7,1.70,18,"Yellowstone National Park, Wyoming"
us,b0006g0e,7,"Friday, October 28, 2011 22:48:03 UTC",32.5577,48.9572,4.7,40.00,106,"western Iran"
ak,10344647,2,"Friday, October 28, 2011 22:24:14 UTC",60.7436,-150.0422,3.0,43.00,62,"Kenai Peninsula, Alaska"
ak,10344648,1,"Friday, October 28, 2011 22:19:30 UTC",61.0560,-150.9143,1.4,60.10, 4,"Southern Alaska"
ci,11026757,0,"Friday, October 28, 2011 22:12:25 UTC",33.8508,-117.4895,1.6,1.10,39,"Greater Los Angeles area, California"
ak,10344641,1,"Friday, October 28, 2011 22:10:56 UTC",56.9999,-154.8163,2.3,1.70, 4,"Kodiak Island region, Alaska"
us,b0006g00,6,"Friday, October 28, 2011 22:00:01 UTC",-14.6839,-76.0385,5.0,5.90,133,"near the coast of central Peru"
us,b0006fzy,6,"Friday, October 28, 2011 21:51:58 UTC",-14.4922,-76.0399,4.9,21.70,110,"near the coast of central Peru"
ci,11026741,0,"Friday, October 28, 2011 21:29:38 UTC",32.8052,-116.1627,1.7,16.50,34,"Southern California"
uu,10282027,2,"Friday, October 28, 2011 20:27:37 UTC",39.4220,-111.2287,1.5,6.40, 7,"Utah"
us,b0006fxe,5,"Friday, October 28, 2011 20:26:49 UTC",-14.4247,-76.0458,4.7,22.70,32,"near the coast of central Peru"
nc,71672071,1,"Friday, October 28, 2011 20:21:33 UTC",38.8068,-122.8098,1.7,3.80,36,"Northern California"
ak,10344605,1,"Friday, October 28, 2011 20:05:38 UTC",61.2107,-143.5932,1.7,18.40,15,"Southern Alaska"
us,b0006fv2,8,"Friday, October 28, 2011 18:54:33 UTC",-14.5149,-76.0093,6.9,23.90,507,"near the coast of central Peru"
us,b0006fu3,7,"Friday, October 28, 2011 18:19:50 UTC",54.4202,-165.6666,4.8,101.50,108,"Fox Islands, Aleutian Islands, Alaska"
ci,11026717,0,"Friday, October 28, 2011 18:15:24 UTC",32.1015,-116.3297,2.2,21.00,15,"Baja California, Mexico"
nc,71672016,0,"Friday, October 28, 2011 17:54:52 UTC",37.3210,-122.1115,1.2,0.00, 6,"San Francisco Bay area, California"
uu,10281749,2,"Friday, October 28, 2011 17:49:15 UTC",39.4212,-111.2303,1.7,9.70, 7,"Utah"
ak,10344536,1,"Friday, October 28, 2011 17:40:28 UTC",63.3450,-145.4049,1.8,4.00,12,"Central Alaska"
ak,10344529,1,"Friday, October 28, 2011 17:30:01 UTC",64.6681,-147.0314,1.1,5.20, 7,"Central Alaska"
ci,11026701,0,"Friday, October 28, 2011 17:17:13 UTC",33.7057,-116.7158,1.1,4.50,14,"Southern California"
ak,10344526,2,"Friday, October 28, 2011 17:11:25 UTC",50.8759,176.1456,4.4,50.00,10,"Rat Islands, Aleutian Islands, Alaska"
nm,102811f,A,"Friday, October 28, 2011 16:57:40 UTC",35.3544,-92.2795,2.3,6.30,11,"Arkansas"
us,b0006fre,9,"Friday, October 28, 2011 16:55:54 UTC",51.5472,176.5210,4.9,48.00,114,"Rat Islands, Aleutian Islands, Alaska"
us,b0006frb,6,"Friday, October 28, 2011 16:50:34 UTC",-6.7961,143.9550,4.9,10.00,37,"New Guinea, Papua New Guinea"
nm,102811e,A,"Friday, October 28, 2011 16:49:23 UTC",35.3586,-92.2723,2.4,6.20,12,"Arkansas"
us,b0006frr,3,"Friday, October 28, 2011 16:34:11 UTC",38.7085,43.7932,4.5,5.00,23,"eastern Turkey"
uu,10281624,2,"Friday, October 28, 2011 16:24:26 UTC",39.4018,-111.2252,1.6,10.40, 8,"Utah"
uw,10281612,1,"Friday, October 28, 2011 16:12:35 UTC",46.6256,-122.1538,1.6,15.10,19,"Washington"
nc,71671941,3,"Friday, October 28, 2011 15:54:29 UTC",38.7680,-122.7130,2.1,2.30,68,"Northern California"
nm,102811d,A,"Friday, October 28, 2011 15:43:33 UTC",35.3578,-92.2710,2.4,6.60,13,"Arkansas"
nm,102811c,A,"Friday, October 28, 2011 15:43:33 UTC",35.3574,-92.2703,2.5,6.60,11,"Arkansas"
ci,11026669,0,"Friday, October 28, 2011 15:42:31 UTC",32.6132,-115.7203,2.0,7.10,26,"Baja California, Mexico"
uu,10281533,2,"Friday, October 28, 2011 15:33:55 UTC",39.4193,-111.2248,1.4,7.90, 7,"Utah"
nn,00352994,8,"Friday, October 28, 2011 15:23:46 UTC",38.1462,-119.1127,1.1,16.00, 5,"Central California"
ci,11026661,0,"Friday, October 28, 2011 15:13:03 UTC",33.0035,-116.3422,1.3,10.40,35,"Southern California"
ci,11026653,0,"Friday, October 28, 2011 15:11:28 UTC",35.6185,-117.7030,2.5,22.70, 8,"Southern California"
nc,71671896,2,"Friday, October 28, 2011 14:13:34 UTC",37.9933,-118.7507,1.2,8.40,18,"Central California"
uu,10281357,2,"Friday, October 28, 2011 13:57:27 UTC",39.4433,-111.2317,1.5,4.20, 5,"Utah"
nm,102811b,A,"Friday, October 28, 2011 13:38:09 UTC",35.3551,-92.2780,1.9,6.00, 7,"Arkansas"
uu,10281308,2,"Friday, October 28, 2011 13:08:08 UTC",39.4432,-111.2262,1.2,2.40, 6,"Utah"
pr,11301001,0,"Friday, October 28, 2011 13:03:15 UTC",18.9750,-64.3079,3.5,19.80, 5,"Virgin Islands region"
nm,102811a,B,"Friday, October 28, 2011 12:48:33 UTC",35.3549,-92.2778,2.0,5.60,13,"Arkansas"
ak,10344462,1,"Friday, October 28, 2011 12:42:35 UTC",63.0219,-151.0111,1.6,115.50, 7,"Central Alaska"
uu,10281227,2,"Friday, October 28, 2011 12:27:08 UTC",39.4405,-111.2305,1.6,4.90, 8,"Utah"
nc,71671851,2,"Friday, October 28, 2011 12:10:38 UTC",38.0012,-118.7253,1.6,4.90,32,"Central California"
uw,10281209,1,"Friday, October 28, 2011 12:09:22 UTC",48.6413,-122.2884,1.1,2.40, 7,"Washington"
nc,71672061,4,"Friday, October 28, 2011 11:50:09 UTC",37.6243,-119.4208,1.1,6.80,10,"Central California"
ak,10344450,1,"Friday, October 28, 2011 11:48:44 UTC",62.4597,-149.7475,2.2,105.90,18,"Central Alaska"
ak,10344448,1,"Friday, October 28, 2011 11:48:04 UTC",61.5993,-148.2922,1.5,8.60, 7,"Southern Alaska"
nc,71671836,3,"Friday, October 28, 2011 11:47:07 UTC",37.4750,-118.8403,1.5,4.40,32,"Central California"
hv,60279011,1,"Friday, October 28, 2011 11:42:48 UTC",19.2318,-155.4113,1.9,34.30,41,"Island of Hawaii, Hawaii"
ci,11026621,0,"Friday, October 28, 2011 11:41:01 UTC",32.5933,-115.7015,1.9,7.90,15,"Baja California, Mexico"
ak,10344439,1,"Friday, October 28, 2011 11:23:15 UTC",63.5315,-147.3106,1.5,13.00, 7,"Central Alaska"
ak,10344432,1,"Friday, October 28, 2011 11:18:42 UTC",60.5559,-147.3516,2.0,20.70,19,"Southern Alaska"
us,b0006fj5,4,"Friday, October 28, 2011 11:06:58 UTC",-28.5594,-175.9288,5.4,35.50,50,"Kermadec Islands region"
ci,11026605,0,"Friday, October 28, 2011 11:02:47 UTC",33.0168,-116.3748,1.2,11.10,47,"Southern California"
uu,10281055,2,"Friday, October 28, 2011 10:55:04 UTC",39.4360,-111.2290,1.5,3.00, 8,"Utah"
nc,71671821,0,"Friday, October 28, 2011 10:44:47 UTC",38.8117,-122.8123,1.1,3.00,19,"Northern California"
nc,71671816,2,"Friday, October 28, 2011 10:33:09 UTC",35.8442,-121.3562,1.8,7.40,42,"Central California"
nc,71671811,0,"Friday, October 28, 2011 10:33:03 UTC",38.8675,-123.0857,1.8,3.40,16,"Northern California"
ak,10344424,1,"Friday, October 28, 2011 10:26:20 UTC",61.9241,-151.2925,1.6,90.10, 6,"Southern Alaska"
uu,10281004,2,"Friday, October 28, 2011 10:04:20 UTC",39.4370,-111.2313,1.4,2.50, 8,"Utah"
us,b0006fhz,5,"Friday, October 28, 2011 09:47:58 UTC",38.5016,43.5689,4.3,9.90,21,"eastern Turkey"
ci,11026581,0,"Friday, October 28, 2011 09:30:54 UTC",35.9587,-117.3427,2.5,3.80,45,"Central California"
nc,71671791,1,"Friday, October 28, 2011 09:24:20 UTC",38.8117,-122.7403,1.6,2.90,32,"Northern California"
us,b0006fgu,6,"Friday, October 28, 2011 09:18:46 UTC",35.5321,-97.3663,3.5,5.00,35,"Oklahoma City urban area, Oklahoma"
us,b0006fgp,5,"Friday, October 28, 2011 09:08:37 UTC",-40.6332,126.4221,4.7,10.00,16,"south of Australia"
uu,10280900,2,"Friday, October 28, 2011 09:00:25 UTC",39.4355,-111.2320,1.4,2.50, 8,"Utah"
uu,10280858,2,"Friday, October 28, 2011 08:58:35 UTC",39.4382,-111.2328,1.4,2.50, 8,"Utah"
nc,71671786,2,"Friday, October 28, 2011 08:50:31 UTC",39.5943,-120.3678,1.2,30.40,18,"Northern California"
us,b0006fgc,7,"Friday, October 28, 2011 08:48:09 UTC",38.5468,43.7172,4.6,9.90,33,"eastern Turkey"
ci,11026573,0,"Friday, October 28, 2011 08:46:36 UTC",33.8628,-119.3568,2.4,0.00,24,"Channel Islands region, California"
us,b0006ffv,5,"Friday, October 28, 2011 08:14:28 UTC",5.0390,94.1666,4.9,50.00,50,"northern Sumatra, Indonesia"
pr,11301000,0,"Friday, October 28, 2011 08:10:18 UTC",18.0119,-66.9869,2.4,11.80, 7,"Puerto Rico"
nc,71671761,0,"Friday, October 28, 2011 07:30:16 UTC",38.8185,-122.7858,1.0,2.50,14,"Northern California"
pr,11301002,0,"Friday, October 28, 2011 07:21:35 UTC",19.2709,-67.8399,3.0,67.00, 6,"Dominican Republic region"
nc,71672041,2,"Friday, October 28, 2011 07:15:52 UTC",37.5320,-119.3980,1.0,9.70,15,"Central California"
uu,10280710,2,"Friday, October 28, 2011 07:10:37 UTC",39.4365,-111.2342,1.7,2.70, 8,"Utah"
us,b0006fej,4,"Friday, October 28, 2011 06:24:58 UTC",35.5226,-97.3593,3.3,5.00,40,"Oklahoma City urban area, Oklahoma"
uu,10280614,2,"Friday, October 28, 2011 06:13:59 UTC",39.4308,-111.2380,1.5,8.10,18,"Utah"
hv,60278986,1,"Friday, October 28, 2011 06:05:32 UTC",19.2045,-155.3088,2.1,46.70,34,"Island of Hawaii, Hawaii"
us,b0006fec,7,"Friday, October 28, 2011 05:57:13 UTC",-10.6138,161.4151,5.2,54.10,59,"Solomon Islands"
nc,71671721,3,"Friday, October 28, 2011 05:36:49 UTC",38.8222,-122.7863,2.0,2.40,68,"Northern California"
nc,71671711,3,"Friday, October 28, 2011 05:25:12 UTC",35.7045,-120.3203,1.7,12.80,67,"Central California"
nc,71671706,2,"Friday, October 28, 2011 05:20:48 UTC",35.7125,-120.3238,1.0,11.00,35,"Central California"
ak,10344392,1,"Friday, October 28, 2011 05:20:38 UTC",61.5013,-146.3309,1.7,30.70,10,"Southern Alaska"
uu,10280514,2,"Friday, October 28, 2011 05:14:25 UTC",39.4385,-111.2347,1.6,5.30,10,"Utah"
nc,71057109,2,"Friday, October 28, 2011 04:46:06 UTC",37.5202,-119.3802,1.1,9.70,13,"Central California"
us,b0006fdt,6,"Friday, October 28, 2011 04:27:19 UTC",-26.3443,-70.7357,4.9,42.20,46,"offshore Atacama, Chile"
nc,71671651,2,"Friday, October 28, 2011 03:55:08 UTC",37.5122,-119.3800,1.5,8.90,27,"Central California"
ak,10344369,2,"Friday, October 28, 2011 03:51:24 UTC",59.4252,-153.0253,1.9,103.50,28,"Southern Alaska"
ak,10344365,1,"Friday, October 28, 2011 03:43:47 UTC",63.4961,-150.1218,1.8,136.90,14,"Central Alaska"
nc,71671636,2,"Friday, October 28, 2011 03:17:58 UTC",37.5207,-119.3783,1.1,10.20,16,"Central California"
nc,71671626,3,"Friday, October 28, 2011 02:50:44 UTC",37.8705,-122.2577,1.3,8.50,63,"San Francisco Bay area, California"
ci,11026493,0,"Friday, October 28, 2011 02:50:21 UTC",34.0300,-116.2037,1.2,8.20,21,"Southern California"
uu,10280248,2,"Friday, October 28, 2011 02:48:08 UTC",39.4393,-111.2320,1.5,2.40,10,"Utah"
ak,10344356,1,"Friday, October 28, 2011 02:37:20 UTC",60.4762,-144.1237,1.6,1.40, 7,"Southern Alaska"
ak,10344353,1,"Friday, October 28, 2011 02:20:33 UTC",64.7876,-148.6567,1.4,26.90, 8,"Central Alaska"
nc,71671611,3,"Friday, October 28, 2011 02:12:18 UTC",37.4258,-119.0122,1.8,8.00,38,"Central California"
nc,71671616,0,"Friday, October 28, 2011 02:12:02 UTC",37.8735,-122.2527,1.1,8.70,16,"San Francisco Bay area, California"
ak,10344346,1,"Friday, October 28, 2011 02:04:53 UTC",63.1914,-145.3629,2.0,7.60,12,"Central Alaska"
ci,11026485,2,"Friday, October 28, 2011 02:00:49 UTC",34.5948,-118.6548,1.5,11.30,36,"Southern California"
nn,00352949,8,"Friday, October 28, 2011 01:55:07 UTC",38.3928,-118.3710,1.2,14.50,14,"Nevada"
nc,71671601,3,"Friday, October 28, 2011 01:51:46 UTC",37.8700,-122.2550,1.4,8.90,75,"San Francisco Bay area, California"
ak,10344338,1,"Friday, October 28, 2011 01:46:37 UTC",65.7632,-151.2357,2.1,0.00, 6,"northern Alaska"
us,b0006fch,8,"Friday, October 28, 2011 01:35:30 UTC",52.0378,-171.5136,5.5,53.30,270,"Fox Islands, Aleutian Islands, Alaska"
nc,71671591,2,"Friday, October 28, 2011 01:34:24 UTC",37.3223,-119.4568,1.8,31.60,11,"Central California"
ak,10344320,1,"Friday, October 28, 2011 01:32:32 UTC",63.9591,-148.7675,2.0,0.00,12,"Central Alaska"
nc,71671576,2,"Friday, October 28, 2011 00:58:20 UTC",37.5560,-119.0003,1.2,5.60,28,"Central California"
uu,10280053,2,"Friday, October 28, 2011 00:53:01 UTC",39.4385,-111.2322,1.3,3.00, 8,"Utah"
nc,71671566,1,"Friday, October 28, 2011 00:46:46 UTC",38.8140,-122.8025,1.2,2.00,22,"Northern California"
us,b0006fc1,6,"Friday, October 28, 2011 00:25:35 UTC",38.4679,43.2791,4.4,10.00,40,"eastern Turkey"
nn,00352940,8,"Friday, October 28, 2011 00:22:14 UTC",38.8985,-118.7712,1.8,14.70,12,"Nevada"
nn,00352937,8,"Friday, October 28, 2011 00:19:52 UTC",37.2117,-114.8982,2.2,18.40,22,"Nevada"
ci,11026453,4,"Friday, October 28, 2011 00:03:31 UTC",33.9625,-117.2267,1.1,14.00,61,"Greater Los Angeles area, California"
ak,10344274,2,"Thursday, October 27, 2011 23:41:37 UTC",63.3361,-145.3886,1.5,8.50,13,"Central Alaska"
nc,71671561,2,"Thursday, October 27, 2011 23:40:45 UTC",36.6063,-121.2113,1.1,6.70,24,"Central California"
uu,10272335,2,"Thursday, October 27, 2011 23:35:30 UTC",39.4383,-111.2345,1.5,3.90, 8,"Utah"
pr,11300003,0,"Thursday, October 27, 2011 23:20:55 UTC",18.5020,-67.4520,2.9,9.40,13,"Mona Passage, Puerto Rico"
uu,10272320,2,"Thursday, October 27, 2011 23:20:08 UTC",40.4687,-111.9862,1.7,0.20,11,"Wasatch Front Urban Corridor, Utah"
nc,71671556,0,"Thursday, October 27, 2011 23:13:22 UTC",38.7580,-122.6987,1.3,1.10,13,"Northern California"
hv,60278916,1,"Thursday, October 27, 2011 23:13:01 UTC",19.3170,-155.1227,1.8,5.20,22,"Island of Hawaii, Hawaii"
ci,11026405,2,"Thursday, October 27, 2011 23:05:40 UTC",33.2658,-115.6642,1.1,3.50,22,"Southern California"
ak,10344257,2,"Thursday, October 27, 2011 23:02:26 UTC",65.0213,-147.2944,1.2,0.00, 6,"northern Alaska"
ak,10344256,2,"Thursday, October 27, 2011 23:01:30 UTC",61.3930,-150.7087,1.8,64.80,20,"Southern Alaska"
ci,11026397,2,"Thursday, October 27, 2011 22:08:32 UTC",35.4978,-118.4092,2.1,5.20,38,"Central California"
nc,71671541,2,"Thursday, October 27, 2011 22:02:23 UTC",37.4847,-121.8118,1.0,5.70,23,"San Francisco Bay area, California"
nc,71671526,2,"Thursday, October 27, 2011 21:35:27 UTC",40.3973,-121.5792,2.0,1.50, 8,"Northern California"
us,b0006f8u,6,"Thursday, October 27, 2011 21:25:57 UTC",-20.6700,-179.0465,4.9,621.00,95,"Fiji region"
ak,10344125,2,"Thursday, October 27, 2011 21:20:38 UTC",60.2363,-141.3963,1.5,0.00,11,"Southern Alaska"
ak,10344744,2,"Thursday, October 27, 2011 21:13:11 UTC",57.3832,-152.7482,1.8,24.80, 8,"Kodiak Island region, Alaska"
ci,11026373,2,"Thursday, October 27, 2011 21:12:58 UTC",33.0518,-114.9758,1.5,7.00,13,"Southern California"
ak,10344119,2,"Thursday, October 27, 2011 21:08:19 UTC",64.6791,-147.5709,1.1,6.80,10,"Central Alaska"
nc,71671506,4,"Thursday, October 27, 2011 21:03:11 UTC",39.6025,-120.4713,1.3,14.10,20,"Northern California"
nc,71671496,1,"Thursday, October 27, 2011 20:58:12 UTC",38.8405,-122.8287,1.7,2.50,34,"Northern California"
hv,60278866,1,"Thursday, October 27, 2011 20:42:23 UTC",19.2685,-155.2507,1.8,28.40,43,"Island of Hawaii, Hawaii"
ci,11026349,2,"Thursday, October 27, 2011 20:33:24 UTC",32.5948,-116.9868,1.8,7.00,36,"San Diego County urban area, California"
nc,71671486,2,"Thursday, October 27, 2011 20:31:58 UTC",35.7303,-121.1193,1.3,7.10,25,"Central California"
nm,102711b,A,"Thursday, October 27, 2011 20:20:58 UTC",35.3521,-92.2915,2.1,3.80,10,"Arkansas"
ak,10344741,2,"Thursday, October 27, 2011 20:08:28 UTC",63.9038,-148.7198,1.6,106.00,15,"Central Alaska"
ak,10344740,2,"Thursday, October 27, 2011 19:56:14 UTC",63.1674,-150.4654,1.7,112.40,16,"Central Alaska"
pr,11300004,0,"Thursday, October 27, 2011 19:56:11 UTC",18.6870,-64.5729,3.1,1.80, 7,"Virgin Islands region"
uu,10271944,2,"Thursday, October 27, 2011 19:44:13 UTC",39.4352,-111.2327,1.6,3.30, 7,"Utah"
ak,10343903,2,"Thursday, October 27, 2011 19:29:09 UTC",54.2672,-162.6335,2.5,18.90,15,"Alaska Peninsula"
ci,11026333,2,"Thursday, October 27, 2011 19:27:13 UTC",33.0718,-116.3965,1.0,14.10,28,"Southern California"
ak,10343890,2,"Thursday, October 27, 2011 19:17:52 UTC",60.8143,-149.7891,2.3,46.20,42,"Kenai Peninsula, Alaska"
nn,00352905,1,"Thursday, October 27, 2011 19:11:42 UTC",38.8573,-118.7448,1.7,4.50,13,"Nevada"
ci,11026309,2,"Thursday, October 27, 2011 19:02:41 UTC",34.0248,-116.3220,1.2,11.20,21,"Southern California"
ci,11026285,5,"Thursday, October 27, 2011 18:40:41 UTC",32.3488,-115.2233,3.3,10.00,28,"Baja California, Mexico"
ci,11026277,2,"Thursday, October 27, 2011 18:28:11 UTC",34.6180,-117.1203,1.3,7.00,11,"Southern California"
nc,71671461,2,"Thursday, October 27, 2011 18:17:21 UTC",37.3462,-119.4717,2.0,28.30,25,"Central California"
ak,10343861,2,"Thursday, October 27, 2011 18:11:27 UTC",60.9695,-146.8055,1.5,25.00,19,"Southern Alaska"
us,b0006ey6,7,"Thursday, October 27, 2011 18:06:25 UTC",37.6030,144.5404,5.0,42.60,204,"off the east coast of Honshu, Japan"
ak,10343851,3,"Thursday, October 27, 2011 18:06:18 UTC",60.9807,-146.7990,3.2,23.90,81,"Southern Alaska"
ak,10343848,2,"Thursday, October 27, 2011 17:58:58 UTC",61.2105,-151.8520,1.7,82.30,19,"Southern Alaska"
uu,10271749,2,"Thursday, October 27, 2011 17:49:13 UTC",39.4205,-111.2268,1.5,7.20, 7,"Utah"
ak,10343839,2,"Thursday, October 27, 2011 17:30:26 UTC",62.1416,-150.3580,1.7,1.70,20,"Central Alaska"
uw,10271727,1,"Thursday, October 27, 2011 17:27:25 UTC",47.6839,-121.9150,1.3,27.90,11,"Puget Sound region, Washington"
ak,10344733,2,"Thursday, October 27, 2011 17:03:56 UTC",58.0659,-153.7974,1.9,65.50, 8,"Kodiak Island region, Alaska"
ne,00001286,a,"Thursday, October 27, 2011 16:51:31 UTC",46.0731,-69.7018,1.9,5.10, 8,"Maine"
uu,10271641,2,"Thursday, October 27, 2011 16:41:35 UTC",40.4013,-111.9533,1.7,3.60, 7,"Wasatch Front Urban Corridor, Utah"
ak,10344732,2,"Thursday, October 27, 2011 16:24:20 UTC",60.1986,-152.6591,1.6,108.80,15,"Southern Alaska"
ak,10343818,2,"Thursday, October 27, 2011 16:23:58 UTC",62.1176,-148.0810,1.4,37.80,18,"Central Alaska"
ak,10343813,2,"Thursday, October 27, 2011 15:48:22 UTC",54.0131,-165.1652,2.3,70.00,16,"Fox Islands, Aleutian Islands, Alaska"
nc,71671376,2,"Thursday, October 27, 2011 15:43:59 UTC",39.6222,-120.4618,1.1,14.60, 8,"Northern California"
ci,11026237,2,"Thursday, October 27, 2011 15:43:56 UTC",33.4745,-116.5645,1.2,12.40,53,"Southern California"
us,b0006esh,6,"Thursday, October 27, 2011 15:41:34 UTC",38.7267,43.5979,4.5,5.80,15,"eastern Turkey"
ak,10343803,2,"Thursday, October 27, 2011 15:35:32 UTC",60.3532,-143.0442,1.2,5.10,17,"Southern Alaska"
nc,71671366,9,"Thursday, October 27, 2011 15:26:40 UTC",38.9763,-123.0750,1.0,3.20,13,"Northern California"
nc,71671361,2,"Thursday, October 27, 2011 15:24:40 UTC",39.6123,-120.4663,1.5,13.20,21,"Northern California"
uu,10271522,2,"Thursday, October 27, 2011 15:22:22 UTC",39.4363,-111.2290,1.5,2.30, 8,"Utah"
pr,11300002,0,"Thursday, October 27, 2011 15:17:26 UTC",18.7999,-67.6480,2.5,3.30, 7,"Puerto Rico region"
us,b0006eri,5,"Thursday, October 27, 2011 15:15:39 UTC",40.1031,24.5319,4.2,13.60,16,"Aegean Sea"
ci,11026229,2,"Thursday, October 27, 2011 14:49:54 UTC",34.0035,-116.8553,1.1,20.40,29,"Southern California"
nc,71671346,1,"Thursday, October 27, 2011 14:48:12 UTC",38.8033,-122.8143,1.1,3.40,28,"Northern California"
hv,60278826,1,"Thursday, October 27, 2011 14:47:32 UTC",19.4227,-155.4822,1.7,10.70,35,"Island of Hawaii, Hawaii"
ak,10343792,2,"Thursday, October 27, 2011 14:46:20 UTC",62.1582,-148.7685,1.9,25.10,30,"Central Alaska"
ak,10343788,2,"Thursday, October 27, 2011 14:20:56 UTC",60.7940,-150.4451,1.6,38.70,20,"Kenai Peninsula, Alaska"
nc,71671311,0,"Thursday, October 27, 2011 14:19:25 UTC",38.8252,-122.8450,1.0,0.00,12,"Northern California"
ak,10343787,2,"Thursday, October 27, 2011 14:18:11 UTC",60.7281,-151.3993,1.6,68.00,15,"Kenai Peninsula, Alaska"
nc,71671306,0,"Thursday, October 27, 2011 14:04:58 UTC",38.8397,-122.8302,1.1,2.50,18,"Northern California"
nc,71671291,1,"Thursday, October 27, 2011 13:43:40 UTC",38.7908,-122.7443,1.7,3.40,37,"Northern California"
nc,71671296,0,"Thursday, October 27, 2011 13:42:27 UTC",38.8365,-122.8105,1.2,2.40,22,"Northern California"
nc,71671281,3,"Thursday, October 27, 2011 13:28:15 UTC",37.1865,-122.0372,1.9,13.60,53,"Northern California"
ak,10343764,2,"Thursday, October 27, 2011 13:25:39 UTC",58.2996,-154.2695,3.3,69.20,73,"Alaska Peninsula"
nc,71671271,1,"Thursday, October 27, 2011 13:25:33 UTC",38.8210,-122.7767,1.8,2.10,32,"Northern California"
ak,10343757,2,"Thursday, October 27, 2011 13:18:23 UTC",61.7708,-149.5040,2.1,34.20,47,"Southern Alaska"
ci,11026189,2,"Thursday, October 27, 2011 13:12:02 UTC",33.8782,-117.6820,1.4,10.40,32,"Greater Los Angeles area, California"
ci,11026181,4,"Thursday, October 27, 2011 13:11:19 UTC",34.3330,-118.4457,1.6,5.10,30,"Greater Los Angeles area, California"
ci,11026173,2,"Thursday, October 27, 2011 13:07:45 UTC",33.0405,-116.4333,1.3,5.70,53,"Southern California"
ak,10343752,2,"Thursday, October 27, 2011 12:54:38 UTC",64.8376,-147.2797,1.1,8.80,13,"Central Alaska"
ci,11026157,2,"Thursday, October 27, 2011 12:48:23 UTC",35.9530,-117.3488,1.1,4.70,17,"Central California"
